@relation 'librossa_features_2-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T 0.045 -N -1'

@attribute pitch_q3 numeric
@attribute pitch_median numeric
@attribute pitch_mean numeric
@attribute pitch_q1 numeric
@attribute spectral_centroid_q1 numeric
@attribute mfcc_3_mean numeric
@attribute pitch_shimmer numeric
@attribute mfcc_3_q1 numeric
@attribute spectral_flatness_q1 numeric
@attribute pitch_jitter numeric
@attribute pitch_range numeric
@attribute mfcc_1_delta_min numeric
@attribute pitch_iqr numeric
@attribute mfcc_3_q3 numeric
@attribute mfcc_2_mean numeric
@attribute spectral_flatness_median numeric
@attribute spectral_rolloff_q1 numeric
@attribute mfcc_2_q3 numeric
@attribute mfcc_3_median numeric
@attribute pitch_max numeric
@attribute spectral_centroid_mean numeric
@attribute mfcc_3_min numeric
@attribute mfcc_5_min numeric
@attribute spectral_centroid_median numeric
@attribute energy_q1 numeric
@attribute mfcc_4_min numeric
@attribute mfcc_2_iqr numeric
@attribute zcr_q1 numeric
@attribute pitch_std_dev numeric
@attribute mfcc_4_mean numeric
@attribute mfcc_2_max numeric
@attribute mfcc_4_q1 numeric
@attribute zcr_std_dev numeric
@attribute mfcc_2_median numeric
@attribute mfcc_1_delta_skewness numeric
@attribute spectral_centroid_min numeric
@attribute spectral_contrast_1_mean numeric
@attribute mfcc_2_q1 numeric
@attribute spectral_bandwidth_median numeric
@attribute mfcc_6_std_dev numeric
@attribute mfcc_3_max numeric
@attribute energy_min numeric
@attribute zcr_q3 numeric
@attribute mfcc_13_std_dev numeric
@attribute mfcc_3_jitter numeric
@attribute mfcc_2_jitter numeric
@attribute mfcc_6_delta_std_dev numeric
@attribute zcr_iqr numeric
@attribute mfcc_1_jitter numeric
@attribute zcr_range numeric
@attribute mfcc_2_delta_jitter numeric
@attribute mfcc_2_std_dev numeric
@attribute mfcc_2_delta2_std_dev numeric
@attribute mfcc_6_delta_shimmer numeric
@attribute mfcc_13_range numeric
@attribute mfcc_6_min numeric
@attribute spectral_bandwidth_q1 numeric
@attribute mfcc_6_delta2_shimmer numeric
@attribute mfcc_1_delta2_shimmer numeric
@attribute mfcc_2_delta2_max numeric
@attribute mfcc_4_q3 numeric
@attribute emotion {negative,positive,neutral}

@data
-0.698299,-0.770263,-0.258494,-0.74056,-1.208385,1.012605,2.439182,0.510521,-0.998321,2.196232,1.416749,0.95783,-0.343898,1.350642,1.783285,-0.785621,-1.341303,1.998665,1.586251,1.188199,-1.487655,0.925129,-0.522335,-1.626235,-0.183541,-0.014424,2.238442,-1.39469,2.507697,0.344648,1.543165,0.050265,-1.041875,2.250112,0.241677,-0.251439,1.337139,1.045297,-1.955128,1.104697,0.156526,0.163317,-1.198136,-0.642435,0.73374,0.77455,0.341362,-1.020562,0.426695,-0.900258,1.383451,2.126407,1.381665,0.042493,-0.793839,-0.554267,-1.98918,0.850379,0.680936,0.778831,0.254501,negative
-0.782099,-0.822571,-0.571845,-0.936858,-1.390168,1.419356,3.021259,0.684436,-0.994946,2.640308,1.748651,0.377411,-0.152267,2.00435,1.605464,-0.785329,-1.515001,1.685594,1.334486,1.427687,-1.481083,0.822043,-0.388983,-1.596203,0.939392,-0.064398,1.56459,-1.341192,2.128573,1.101957,1.193661,0.581264,-1.475216,1.777116,-0.185227,-0.751917,1.470602,1.185248,-1.616171,1.398588,2.334595,0.199561,-1.275811,-0.813824,1.170602,2.600805,1.174478,-1.124347,1.533388,-1.706505,2.579332,1.636102,2.543859,0.977295,-0.619941,-1.004275,-1.534407,1.739888,1.105198,1.279551,1.147195,negative
-0.814181,-0.701399,-0.653462,-0.626049,-1.13035,-0.02313,1.467684,-0.048265,-1.003624,0.165728,1.902263,2.219577,-0.91566,0.170677,2.563602,-0.786818,-1.280419,1.898125,-0.154816,1.651309,-1.911962,0.387665,-0.40558,-1.526173,3.786216,-0.7091,-1.046649,-0.609115,0.989299,-0.474928,0.795567,-0.526137,-1.522034,2.570634,-0.169494,-0.058371,1.401772,3.97346,-2.047124,0.311701,-0.140648,0.007778,-1.198773,-0.627202,0.604606,-0.614306,-0.568322,-1.226659,-0.630904,-1.866197,-0.567554,0.319592,-0.705672,-0.406078,-0.448687,-0.149495,-2.02696,0.369578,-1.537899,-0.951627,-0.368012,negative
-0.726568,-0.667809,-0.639321,-0.703398,-1.18529,1.830482,1.915866,1.492549,-1.000281,1.043769,1.725259,0.248399,-0.503383,2.366832,1.279126,-0.785246,-1.425466,1.487654,1.685472,1.420768,-1.21742,1.142735,-1.900915,-1.566369,-0.238817,-1.248165,1.877995,-1.02302,0.877537,0.791627,1.325824,1.411346,-1.033628,1.620889,-1.267732,-0.467517,1.167495,0.578974,-1.547325,2.374057,1.303314,-0.012101,-1.168212,0.136939,0.798101,1.921265,1.790003,-1.083127,0.340889,-1.108636,1.567335,2.019494,1.912948,0.722051,0.722161,-1.005334,-1.827087,0.686875,0.369358,0.813937,0.615349,negative
-0.858115,-0.832539,-0.879897,-0.792054,-1.228201,0.983939,0.193268,0.065284,-0.99159,-0.261155,0.319142,0.994816,-0.678412,1.838711,1.637413,-0.785433,-1.371745,1.64299,1.533979,0.055606,-1.489241,0.087161,0.583792,-1.559616,-0.279186,0.285829,1.68922,-1.346823,-0.412525,1.101742,1.225353,1.445594,-1.006607,2.097095,0.281257,-0.314673,1.190384,1.001037,-1.76225,2.039366,1.036946,-0.07563,-1.214053,-0.919864,1.734185,1.838672,1.813114,-1.051477,0.927755,-0.732776,1.232433,1.297603,1.79436,1.747765,-0.604508,-0.459125,-1.755718,2.321605,1.789501,1.579297,0.82268,negative
-0.424043,-0.805274,-0.53935,-0.852189,-1.166529,1.097764,1.394349,0.701796,-0.993706,0.676406,1.437386,1.591618,0.663744,1.215216,1.683307,-0.785034,-1.378908,1.499871,1.116711,1.137762,-1.48061,0.794895,-1.429847,-1.570313,-0.054771,0.099118,1.423116,-0.828738,1.395664,0.945,1.008521,0.927018,-1.101288,1.940918,-0.183365,-0.355447,1.061063,1.025607,-1.754727,1.542064,0.823826,0.035163,-1.170122,-0.324832,0.258128,0.961849,1.085003,-1.136124,0.213013,-1.042422,0.563946,1.020201,0.621122,0.866052,-0.580429,-1.715183,-1.805725,0.949345,-0.425173,1.007548,0.92081,negative
-0.843207,-0.913168,-0.99332,-1.056415,-1.360688,0.848899,-0.77265,0.314686,-0.9992,-0.917786,-0.960369,0.152781,-0.063666,1.214169,1.690191,-0.785867,-1.473815,1.563545,1.113104,-1.177061,-1.883736,0.704978,0.604406,-1.573644,1.035061,-0.486698,1.094809,-1.543921,-0.726192,1.621408,1.127955,1.829702,-1.542953,1.526488,-1.042954,-0.703763,1.534957,1.434374,-1.635912,1.045928,0.067991,0.245255,-1.294912,-0.828542,0.669009,0.780157,1.027135,-1.093432,0.657798,-1.94799,1.590335,0.758266,0.824337,0.976319,-0.93133,-0.901452,-1.430427,1.103247,0.796834,-0.332669,1.378173,negative
-0.729639,-0.73899,-0.475014,-0.866528,-1.178396,1.730507,2.075292,1.899396,-0.994133,1.685413,0.963564,1.32703,-0.158292,1.879855,1.323458,-0.784524,-1.355629,1.641984,1.877547,0.70847,-1.333033,1.117239,-1.950849,-1.575377,-0.225339,1.356341,1.640445,-1.543921,1.727832,0.986787,0.913879,1.11826,-0.725266,1.401906,0.066712,-0.37176,1.114556,1.04528,-0.859755,1.412241,0.198675,0.187976,-1.210233,-0.517991,0.341624,1.478077,1.51008,-0.995536,-0.182914,-0.397814,2.172226,1.62312,2.435465,2.02462,-0.313929,-1.742602,-1.593161,2.87841,-0.515117,1.436785,0.556175,negative
-0.883059,-0.895392,-0.850971,-0.940567,-1.264829,1.932167,0.823363,1.609702,-0.99492,0.1915,1.142846,0.721722,-0.426073,1.83937,1.63344,-0.785278,-1.402187,2.021506,1.945154,0.866401,-1.374379,1.084079,-1.479717,-1.563904,-0.234183,-0.573679,2.002978,-1.287694,0.589774,0.947847,1.573805,1.09874,-0.949903,1.786099,-0.342154,-0.380907,1.12316,1.30251,-1.309579,3.013879,1.613897,0.108198,-1.159299,-0.808122,0.376634,1.673475,2.613571,-1.003633,0.246881,-0.650983,2.067562,2.374336,1.702331,1.907797,0.075914,-2.019042,-1.882239,1.951277,-0.657495,1.44757,0.624439,negative
-0.812064,-0.782562,-0.80691,-0.876639,-1.225104,0.704724,1.325241,0.117534,-0.98932,0.352329,1.782101,-0.245278,-0.366476,1.210424,1.987884,-0.784258,-1.407559,1.818103,0.505582,1.475177,-1.51158,0.172428,-0.818321,-1.558934,0.056158,-1.056778,1.026781,-1.062439,0.35924,1.325043,1.9979,1.364311,-1.152283,2.261791,-0.755117,-0.395883,1.115553,1.89929,-1.474034,1.418297,0.946911,0.139787,-1.238884,-0.270525,1.64036,2.093773,1.594117,-1.154525,1.047903,-1.02879,2.128824,1.316727,2.260853,1.391206,0.753096,-1.152681,-1.705981,2.11065,0.881997,1.921595,1.369574,negative
-0.813037,-0.857809,-0.779507,-0.883505,-1.247549,0.968196,0.735393,0.011354,-0.995321,-0.020769,1.262409,-0.605224,-0.354304,1.733665,2.101676,-0.784434,-1.310861,2.099376,1.114952,0.99255,-1.594428,0.6651,-0.040855,-1.563901,0.390818,0.257686,1.766806,-1.234196,0.703919,1.648966,1.832088,1.445469,-1.012879,2.058622,-0.472105,-0.312281,1.141081,1.647075,-1.754426,1.584384,1.662608,0.212911,-1.241431,-0.889555,2.094393,1.840145,2.855597,-1.11257,0.446445,-0.483502,2.403388,1.610272,2.131353,2.953494,-0.828978,-1.954461,-1.872769,1.548272,1.069941,2.684039,1.66134,negative
-0.53185,-0.627587,-0.188164,-0.615254,-1.740018,2.002793,1.332133,1.635003,-1.00684,0.775588,1.653244,0.661959,-0.150888,2.29723,1.358939,-0.787435,-1.720931,1.502437,1.900638,1.330161,-1.814847,1.905714,-0.3721,-1.919238,1.534897,0.061152,0.946636,-1.543921,2.055563,2.062354,1.128898,1.19583,-1.574127,1.553519,-0.797501,-0.810669,1.931907,1.477331,-1.710421,2.331822,1.035731,2.102307,-1.314649,-0.931822,0.301583,1.761357,3.314372,-1.11625,-0.067384,-1.946042,3.085479,2.132966,2.489344,3.012988,-0.830615,-1.27516,-2.010312,1.897177,-0.445839,1.891658,2.363678,negative
-0.903492,-0.897048,-0.719939,-0.854131,-1.425809,0.783092,1.949687,0.226128,-1.003026,0.81949,1.38244,1.213558,-0.670509,1.339835,2.820357,-0.786971,-1.522164,2.452488,1.25045,1.084752,-2.091668,0.30269,1.110674,-1.719718,1.828309,-0.282828,1.823232,-1.543921,1.345749,-0.361793,1.830265,-1.30166,-1.522679,2.944284,0.167463,-0.484712,1.457286,2.150308,-1.998237,0.633169,0.404522,0.858559,-1.257984,-1.135291,-0.171027,0.067365,0.122905,-1.050741,-0.484531,-1.946042,0.442726,1.07684,0.353659,0.644835,-1.072146,-0.0769,-2.059254,0.515613,-1.180668,0.840593,-0.091721,negative
-0.557104,-0.378407,-0.662918,-0.666701,-1.230146,1.668379,-0.722031,1.560828,-0.9911,-0.780913,-0.855276,0.251672,-0.109853,1.387385,1.848015,-0.785521,-1.364582,1.673529,1.797744,-1.102662,-1.960846,1.535048,-0.80906,-1.58916,0.060478,1.112611,0.440866,-1.543921,-0.614873,1.111841,1.785976,1.114363,-1.459576,1.081102,-1.851736,-0.237282,1.198516,2.222049,-0.798678,1.085352,0.364094,0.551722,-1.275811,-1.86096,-0.548274,-0.458079,0.617999,-1.07135,-0.82478,-1.862302,0.078295,0.459186,-0.213113,0.414773,-1.775116,-0.349082,-1.714144,0.902881,-1.862746,-0.343448,0.576965,negative
-0.727508,-0.802463,-0.702237,-1.05027,-1.233278,1.982816,1.463699,1.790526,-0.990499,1.057316,0.939915,1.140572,0.246007,2.384422,2.008654,-0.785005,-1.38428,1.802414,2.133538,0.658615,-1.669308,1.444462,-0.087104,-1.578056,-0.092919,0.104388,1.139187,-1.543921,1.185319,0.786191,1.552872,1.0482,-1.378324,2.056139,-0.366149,-0.24202,1.156458,1.768965,-0.708667,1.394318,0.770582,0.350265,-1.294275,-0.503818,-0.115405,1.443817,1.551565,-1.092696,0.080167,-1.49618,2.129324,0.949004,2.000854,2.402279,-0.043737,-0.282099,-1.770466,3.633606,-0.221539,1.430103,0.660842,negative
-0.723363,-0.837202,-0.649453,-0.893244,-1.459813,2.430633,0.737323,2.037282,-1.003711,0.371104,0.489762,-0.202495,-0.082852,2.597272,2.132738,-0.786389,-1.631396,2.086455,2.271741,0.233388,-1.915122,2.165053,-1.208834,-1.791007,-0.137187,0.597831,1.835003,-1.504501,0.85842,0.61804,2.030359,1.027227,-0.98803,2.318149,-0.707663,-0.380741,1.16779,1.562645,-2.102935,1.183444,1.527976,0.278522,-1.300005,0.289096,-0.054323,0.991895,1.094437,-1.109625,0.110333,-0.658773,1.491519,1.509287,1.235991,0.969713,0.318316,-1.0801,-2.329281,0.833981,-0.399645,1.801325,0.671893,negative
-1.00734,-1.038287,-0.815354,-1.008863,-1.672919,1.950045,1.069698,1.631349,-1.007701,0.422779,0.727014,0.98468,-0.62496,3.085634,2.181799,-0.787157,-1.720931,2.146414,1.760354,0.511506,-1.892754,1.014259,-1.366327,-1.864846,1.045652,0.941979,1.204038,-1.543921,1.165237,1.526702,2.051321,1.637863,-1.602381,1.611771,0.243274,-0.686638,1.869552,2.249927,-1.643351,1.864957,1.053599,0.467234,-1.373223,-0.294136,0.479739,1.381282,2.711526,-1.183968,0.360213,-1.975254,2.982875,1.652705,2.263667,2.107389,-0.533661,-0.982548,-1.826368,1.241435,-0.302663,1.888164,1.310359,negative
-0.887759,-0.908994,-1.012759,-0.995871,-1.155489,1.205022,-0.871381,0.690705,-0.990714,-0.898647,-1.008239,0.774372,-0.319296,1.337621,1.267925,-0.785257,-1.15328,1.278779,1.663992,-1.257401,-1.781971,0.804211,1.979745,-1.570788,-0.167862,2.377545,0.870637,-1.543921,-0.867871,2.189106,0.471424,1.651814,-1.532266,0.82009,-0.289931,-0.307985,1.13241,1.196413,-0.452892,0.684614,0.301883,0.272504,-1.309555,-0.139647,0.440485,0.429283,0.105429,-1.110362,-0.139534,-1.905146,1.151209,0.141798,0.948825,0.069868,-0.356076,-0.273547,-1.403694,0.568114,0.681013,0.069553,2.024981,negative
-1.04652,-0.998327,-1.134744,-1.061891,-1.285169,1.769745,-0.757582,1.440326,-0.995666,-0.952729,-1.103031,0.086698,-0.619374,1.677192,2.261158,-0.785902,-1.40935,2.036495,2.076138,-1.400154,-2.065029,1.456359,-1.065415,-1.653979,-0.350667,0.853619,1.86218,-1.543921,-1.019116,0.754228,1.554281,0.33261,-1.5167,2.363594,-0.595786,-0.227557,1.184607,1.458409,-1.768799,1.919589,0.540908,-0.005275,-1.286635,-0.371872,0.613477,0.930019,1.368623,-1.083863,0.647556,-1.893461,1.23489,0.935701,1.201373,1.863139,0.36351,-1.017253,-1.96075,1.982203,0.780304,0.890467,0.352368,negative
-0.826196,-0.888325,-0.92714,-0.895348,-1.167949,0.79308,-0.805881,-0.468659,-0.989664,-0.945328,-0.952136,-0.38261,-0.365364,1.317548,2.162927,-0.785702,-1.248187,2.356438,1.373439,-1.176671,-1.474009,0.073426,0.596436,-1.566419,0.0657,0.078049,2.334569,-1.543921,-0.868458,0.951169,1.912045,1.359833,-1.216573,1.995766,-0.358695,-0.418851,1.265118,1.518569,-1.626633,1.472749,2.005664,0.569829,-1.210233,-0.246392,1.321386,1.294207,1.783147,-0.995536,0.209266,-1.313119,2.201867,2.37842,2.155177,1.032154,-0.133656,-0.525047,-1.845843,1.322822,-1.00931,2.686968,0.745354,negative
-0.899649,-0.842969,-0.964493,-0.896371,-1.434571,1.56523,-0.757194,0.912833,-1.00419,-1.026559,-0.953578,1.184459,-0.568202,1.783903,2.626492,-0.786525,-1.56335,2.144927,1.712919,-1.14573,-2.028265,1.047503,0.266791,-1.781483,0.591482,-0.035289,0.890555,-1.214486,-0.999517,1.029589,1.449125,1.004511,-1.501537,2.661255,-1.222207,-0.304619,1.136424,2.542121,-2.268369,1.110328,0.728482,0.332344,-1.285998,-0.099722,0.888483,0.879403,0.873011,-1.169246,0.407086,-1.735717,1.10893,0.421473,0.78616,0.820027,-0.156983,-1.095358,-2.185367,1.079353,-0.804966,0.522736,1.045622,negative
-0.835947,-0.94837,-0.822471,-0.923686,-1.792906,1.720666,0.147702,1.480796,-1.006258,-0.516238,0.455021,-0.004011,-0.33115,1.903585,2.213673,-0.787261,-1.760327,1.930199,1.741237,0.197978,-2.15202,0.826733,0.178314,-1.849473,1.003552,0.66441,0.911205,-1.543921,0.482101,1.377207,1.515909,0.794511,-1.571672,1.796828,-1.03873,-0.694207,1.588775,2.184463,-1.746489,1.840794,0.933186,1.653874,-1.36431,-0.487256,0.22032,1.080509,1.903884,-1.173663,0.53655,-1.899303,1.297235,0.207359,1.155589,1.504278,0.325764,-0.81207,-1.714503,1.122073,-0.448286,1.045768,1.063414,negative
-0.678861,-0.668126,-0.126779,-0.688552,-1.691946,1.569166,3.371311,1.249739,-1.005798,3.398728,1.810436,0.546676,-0.402385,1.566646,1.602724,-0.785895,-1.685117,1.861806,1.920188,1.619831,-1.726362,0.77908,-0.685703,-1.656772,0.520398,-0.339165,1.343548,-1.543921,2.809862,0.542687,1.642724,1.175599,-1.531384,0.726992,0.591805,-0.601704,1.553226,1.670512,-1.306314,0.482753,1.380388,0.201044,-1.322289,-0.489999,0.0136,1.561237,1.020847,-1.125083,0.328248,-1.93241,1.168924,1.4105,1.310718,1.199148,-0.746938,0.403115,-1.555293,0.746813,0.287195,2.121228,0.009285,negative
-1.046306,-1.020888,-0.720883,-1.064195,-1.365915,2.085992,2.799036,2.068681,-0.9983,1.591865,1.768326,0.174716,-0.613783,2.721538,2.101938,-0.785554,-1.405768,2.077865,2.050466,1.469888,-1.848971,0.62068,-0.198378,-1.67581,0.004882,0.197713,2.11959,-1.49887,2.157608,0.290995,1.023683,-0.153157,-1.084321,2.352764,-0.139692,-0.395523,1.080448,1.281726,-2.072551,0.766898,1.577339,0.510028,-1.263714,-0.895383,0.303572,0.691859,1.056759,-1.069142,-0.689969,-0.617876,1.213012,1.148433,1.172897,1.117484,-0.124492,-0.813965,-2.188608,0.70174,-1.759848,2.035585,0.25556,negative
-0.91877,-0.922547,-0.781458,-1.028683,-1.298525,1.725781,1.751747,1.049475,-0.99325,0.902266,1.179477,1.493349,-0.334733,1.965975,2.127521,-0.785211,-1.418303,2.000683,1.656694,0.851583,-1.73567,1.34627,-0.770813,-1.581482,-0.014043,1.107192,1.325319,-1.369349,1.240459,1.18795,1.708616,0.568925,-1.461765,2.114394,0.955177,-0.270848,1.234276,1.906409,-1.514592,1.117672,1.343997,0.354038,-1.265624,0.097404,-0.00517,1.607242,1.345256,-1.105209,-0.023351,-1.745454,1.651015,1.153304,1.783561,1.141786,1.051762,-1.156784,-1.784166,1.238113,-0.244409,2.235342,1.201874,negative
-0.998296,-1.008758,-0.893117,-0.947351,-1.36963,1.879833,1.514635,1.303915,-0.99451,0.319187,1.93254,-0.31761,-0.73307,2.391143,2.393582,-0.785159,-1.523954,2.039193,1.940789,1.57828,-1.840248,1.17867,-1.325455,-1.664718,0.453549,-0.935058,1.249139,-1.234196,1.155965,0.758325,1.523426,0.635585,-1.524618,2.452937,-0.71234,-0.696008,1.289266,2.038648,-1.83085,2.008036,0.702169,0.524862,-1.275175,-0.106221,0.737151,0.840912,2.158239,-1.151581,0.617854,-1.799983,0.911055,0.639705,0.66293,2.167244,0.913119,-2.712429,-1.813295,1.807135,0.409851,0.630771,0.990078,negative
-0.591528,-0.543054,-0.344709,-0.48758,-1.74745,1.717567,1.414777,1.744963,-1.006347,1.313722,0.87007,0.447562,-0.594284,1.657404,1.478417,-0.787276,-1.713769,1.720743,1.684643,0.597816,-1.887113,1.569236,-0.835766,-1.860056,1.543799,1.714407,1.056963,-1.543921,1.141644,2.192394,1.200383,1.574743,-1.581709,1.428286,-0.986787,-0.751563,1.805549,1.717565,-1.690389,2.181355,0.41601,0.538108,-1.355396,-0.584973,0.223454,1.725739,2.904492,-1.163358,-0.156816,-1.938252,3.231947,1.949681,2.707994,3.381766,-0.601053,-1.532424,-1.976138,2.799381,-0.471187,2.524442,2.221891,negative
-0.818654,-0.698709,-0.77528,-0.679286,-1.254482,0.680752,1.017062,0.354595,-0.990063,0.072081,0.966235,0.586878,-0.812728,1.070859,2.712844,-0.785495,-1.318024,2.212634,1.079285,0.637418,-1.902502,0.578227,0.819805,-1.607297,0.166949,0.107827,1.173025,-1.543921,0.217787,0.002581,1.804003,-0.1953,-1.323408,2.955049,-0.412146,-0.104532,1.160604,2.38338,-1.931541,0.703846,-0.406908,0.700644,-1.253527,-1.244139,-0.187778,0.364809,0.160128,-1.045588,-0.42769,-1.412439,0.47638,0.92466,0.747707,0.074575,-0.49544,-0.24998,-1.80509,-0.108145,-1.223478,1.326103,0.051609,negative
-0.414542,-0.35588,-0.18161,-0.301817,-1.090895,1.376498,2.965379,1.108086,-0.987675,1.67649,1.850689,-0.516455,-0.50293,1.422186,1.52687,-0.785767,-1.25535,1.637224,1.811175,1.625875,-1.916732,1.155497,-1.566304,-1.588838,-0.024906,1.655839,1.4747,-1.543921,2.192354,1.320446,1.485353,1.399554,-1.41767,0.792628,-1.881454,-0.255369,1.300835,1.19351,-0.324431,1.326468,0.250242,0.485671,-1.299368,-1.150285,-0.049085,-0.567718,0.158008,-1.098585,-0.504302,-1.733769,-0.087575,0.559186,-0.318193,-0.62188,-1.237426,-0.723632,-1.415579,0.283802,-1.269623,-0.353644,0.495683,negative
-0.363537,-0.38284,-0.554967,-0.598273,-1.073129,1.60985,-0.613208,1.043822,-0.98165,-0.550387,-0.741189,1.2372,0.282171,1.596931,1.472723,-0.785037,-1.226698,1.599419,1.741616,-0.953525,-1.305394,1.100797,-0.407245,-1.538634,-0.174894,0.113251,1.078748,-1.543921,-0.393037,0.041216,1.165576,0.267426,-1.173795,0.980881,0.532541,-0.335282,1.35269,1.505977,-0.271915,0.45951,1.5711,0.238698,-1.219147,-0.424296,-0.149043,0.503461,0.929053,-1.005841,-0.452121,-1.254695,1.022276,1.124651,1.241432,0.872852,-0.423609,0.260941,-1.326334,-0.017725,-1.272142,1.633357,-0.254714,negative
-0.46057,-0.453199,-0.386884,-0.556683,-1.082902,1.423957,1.489272,1.349504,-0.981775,0.813961,1.234773,0.562836,-0.078879,1.481057,1.519747,-0.785034,-1.251768,1.323268,1.834789,0.996337,-1.642182,0.820417,-2.14691,-1.559486,-0.248795,0.701984,0.761719,-1.543921,1.103681,1.028664,1.359369,1.320994,-1.319223,1.155365,-0.541357,-0.209703,1.199523,1.368831,-0.410945,1.654857,0.46375,0.163417,-1.242067,-0.08835,-0.609307,0.895668,1.985116,-1.032339,-0.395539,-1.402702,0.804177,0.790957,0.874559,1.682174,-0.371495,-0.938338,-1.497754,1.760986,-0.928759,0.913505,1.063463,negative
-0.632896,-0.848679,-0.865831,-0.94197,-1.433717,1.244314,-0.52731,0.756544,-1.00102,-0.554458,-0.768428,0.533324,0.27534,1.624831,1.396694,-0.785476,-1.568722,1.796832,1.362397,-0.998534,-1.397536,1.206261,-1.093511,-1.634397,1.135395,0.562598,1.389498,-1.543921,-0.411713,1.358776,1.73648,0.484124,-1.502431,1.268772,-0.68735,-0.693448,1.706219,1.524988,-1.345298,0.208014,-0.063009,0.358676,-1.279631,-0.90546,0.006575,2.769781,0.277917,-1.075767,-0.174446,-1.862302,4.298141,2.609922,3.762163,0.086597,-0.994716,0.03895,-1.537874,0.148635,-0.758771,1.83505,1.554963,negative
-0.610468,-0.663763,-0.69378,-0.695549,-1.1221,0.987572,1.21383,0.641131,-0.989388,0.519634,0.937614,0.367073,-0.196284,1.136257,1.343008,-0.784823,-1.185512,1.567122,0.993035,0.674941,-1.32361,1.15129,0.220594,-1.56122,-0.202338,0.122677,1.76262,-1.341192,-0.132209,0.256761,1.153095,0.007763,-0.702424,2.106047,-1.004896,-0.405968,1.244604,0.812561,-1.481342,0.641589,0.524848,0.056665,-1.222967,-1.10957,0.726098,1.38458,0.282605,-1.063254,0.300422,-0.501029,2.693972,2.714622,2.46689,0.85259,-0.770245,-0.000638,-1.797843,2.764391,-0.388301,1.905036,0.165673,negative
-0.388909,-0.620404,-0.565864,-0.703394,-1.068553,2.024392,0.155789,1.846768,-0.981487,-0.10686,1.06128,0.670665,0.43924,2.118136,0.707128,-0.78325,-1.158652,1.015284,2.030571,0.794017,-0.888731,1.459161,-0.517073,-1.454686,-0.116903,0.921723,1.16332,-1.448188,0.268282,1.463373,1.146705,1.288972,-0.913942,0.321329,-0.201042,-0.275197,1.352399,0.506343,-0.230142,1.162825,0.996246,0.299864,-1.012862,-0.771282,0.529899,2.991515,0.639037,-0.792384,0.078391,-1.100846,2.742604,1.926672,3.289929,1.617219,-0.655156,-1.373771,-1.051991,4.263622,-0.651398,2.250053,1.23386,negative
-0.055856,-0.491759,-0.204633,-0.523458,-1.185616,0.85763,1.498712,0.734902,-0.995439,1.565537,1.222764,0.35333,0.978918,1.26672,1.787392,-0.785288,-1.291164,1.963456,0.903531,1.029861,-1.642016,1.001905,0.015209,-1.598595,-0.039843,1.290905,1.41151,-1.420031,1.335337,1.206623,1.405709,1.483639,-1.398479,1.568915,-1.042049,-0.181254,1.322295,1.766785,-1.085174,0.103506,-0.372879,0.417324,-1.261168,-0.432783,-0.022201,0.787594,-0.300046,-1.086808,0.518888,-1.568236,0.440178,1.106276,0.294909,-0.082531,0.474439,0.043212,-1.705425,0.38091,0.11376,-0.226968,1.440411,negative
-0.285869,-0.383256,-0.427463,-0.399237,-1.191076,1.211679,-0.81178,1.272786,-1.004996,-0.784104,-0.473311,0.518999,0.067488,1.130689,1.179141,-0.786588,-1.40935,1.130033,1.132556,-0.580995,-2.043102,1.496513,-0.6236,-1.615955,-0.441079,1.213467,1.534159,-1.543921,-0.401837,0.608583,0.292106,0.792647,-1.517426,1.690591,-2.223515,-0.209712,1.464723,0.338678,-1.845931,1.368117,-0.176247,-0.084972,-1.259894,-0.574774,-0.384964,-1.014633,0.785452,-1.052949,-0.983003,-1.957727,-0.957375,0.50608,-1.255822,0.204808,-0.703874,-1.119649,-1.863971,0.076453,-2.729727,-1.365022,0.111622,negative
-0.617068,-0.804743,-0.6542,-0.929347,-1.784605,1.710492,1.002967,1.551525,-1.007024,0.499292,1.043783,-0.828102,0.29216,1.641535,1.892357,-0.787337,-2.086234,2.050937,1.714988,0.838687,-2.089227,1.560072,-1.398196,-1.919039,0.867204,-0.005676,2.037486,-1.543921,1.05726,0.654632,1.604308,0.737006,-1.53365,1.614246,-1.381615,-0.708344,1.931892,1.31645,-1.634909,0.798499,0.545177,2.038775,-1.342663,-0.502119,-0.055823,1.473823,0.732827,-1.148637,0.485071,-1.829195,1.970893,1.83728,1.968423,0.38084,-0.206899,-0.578104,-1.821787,0.037715,0.433003,2.416817,0.266999,negative
-0.838757,-0.838328,-0.873723,-0.916568,-1.433074,1.852246,1.603416,1.464799,-1.002111,0.783886,1.099852,0.006626,-0.354428,2.035318,1.909847,-0.785821,-1.484559,2.109552,1.974829,0.827767,-1.629749,1.295432,0.012267,-1.709218,0.746239,-0.833114,1.777439,-1.442556,0.075695,0.688943,1.515346,0.781938,-1.06876,1.937512,-0.985719,-0.487839,1.347074,1.653115,-1.6175,1.128828,1.542499,0.608339,-1.256074,-0.466197,0.531614,1.372364,1.490622,-1.075031,-0.525263,-0.837939,1.824131,1.817081,2.015778,0.894866,0.433204,-1.317087,-2.015682,0.452557,-1.387555,2.34666,0.576346,negative
