@relation 'openSmile_egmaps_cleaned-weka.filters.unsupervised.attribute.Remove-R28,46,50,52-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.unsupervised.attribute.Remove-R2,4,9,48-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1-weka.filters.unsupervised.attribute.Remove-R46-54-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.0 -N -1'

@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute gender numeric
@attribute emotion {negative,positive,neutral}

@data
1.180175,0.989478,0.704793,0.805958,-1.017618,0.395486,-0.524817,0.763159,2.48856,0.038087,0.960972,0.481394,0.184224,0.670353,2.091191,0.007963,-1.886161,0.909041,0.413383,1.246076,-0.266911,0.56458,-0.025399,-0.25307,0.602001,0.574381,2.28643,0.744806,2.350958,0.437477,-2.169444,0.499186,-2.294644,0.172453,-0.269959,-0.045637,0.335677,-0.378169,-0.232394,-0.236036,-0.099027,-0.077318,-0.056427,0.63624,0.211568,-1.19682,negative
-0.612399,-0.532016,-0.200133,-0.010198,0.362748,0.093949,-0.120055,-0.126897,-0.46744,0.421411,-0.381683,-0.560407,-1.918485,-0.471136,1.180853,0.727352,-1.017057,-0.48354,0.273546,0.643522,0.143913,1.130193,0.031304,-0.528436,1.448434,0.428674,0.947166,1.752738,0.930682,0.385235,-0.762295,0.46316,-0.713846,0.368452,-0.832097,0.183997,-0.780717,-0.710434,-1.354972,-0.131183,-0.618128,1.83945,-0.100701,-0.599491,-0.58011,-1.19682,neutral
0.840163,0.937529,0.517371,0.815948,-1.848562,1.823431,-1.432495,-0.080913,0.076807,1.38258,1.246124,0.654416,-0.373947,1.029282,1.380278,-0.435025,-1.074596,0.031134,0.589583,2.286988,2.12282,-0.30786,-0.825517,1.631456,-0.87681,0.616489,1.991596,0.834567,1.988356,0.983944,-2.240268,0.157788,-2.150557,0.116334,0.065129,0.824859,0.595218,0.509445,-0.264158,0.360333,0.7966,0.801321,-0.565652,-1.245042,0.055473,-1.19682,negative
0.33027,0.526278,-0.646438,-0.569171,-0.367581,0.422663,-0.826201,-0.221524,-0.98663,-0.69713,-0.320128,0.915035,-0.317838,0.19687,0.814429,-1.748257,-0.568004,-1.166825,-0.10262,0.50841,-0.453875,2.237737,-0.175975,-0.217677,-1.203363,0.469301,1.659665,1.712062,1.739763,1.511717,-1.423814,1.548818,-1.619459,-0.406743,-0.829234,0.289227,-1.022986,0.331185,-1.279182,-0.101394,-0.295021,-0.774907,-0.043868,0.746439,1.107495,-1.19682,negative
0.615662,0.628859,-0.148014,-0.264332,-1.08908,0.888823,-1.041537,0.22295,-0.03021,1.699633,0.405881,0.706605,0.120639,1.103757,0.550865,-1.359137,-0.355542,-0.111554,-0.574662,1.410632,-0.129168,2.613575,-0.812668,-0.732995,-0.778421,-0.211676,1.575953,0.490153,1.72623,-0.146658,-1.544738,0.910203,-1.919622,0.080454,1.45537,0.360862,-0.379095,0.574629,-0.465449,-0.179379,-0.471728,-0.028822,-0.236678,-0.17496,2.918318,-1.19682,negative
1.404239,1.444088,1.329795,2.103506,-1.306405,1.212268,-0.725145,0.227618,0.083128,2.629918,0.685437,0.728579,-0.349728,1.076719,3.205342,1.535217,-3.407299,-0.209753,0.929572,2.811824,0.032397,-0.296692,0.249964,0.720258,0.77309,1.167178,3.390105,0.34377,3.301678,0.099504,-3.939666,0.782361,-3.204541,0.892116,1.201197,0.075579,0.163508,0.305191,-0.334156,0.381657,1.409333,0.340242,-0.007703,0.647432,-2.370447,-1.19682,positive
-0.413629,-0.326339,-0.227974,-0.183073,0.342311,-0.071121,0.340731,-0.442804,-0.381692,-0.343164,-0.471495,-1.058945,-0.766884,-0.729774,1.007577,1.033464,-0.715118,-0.749814,0.098154,0.731645,-0.284681,0.358987,0.502812,-0.800599,0.311546,1.219594,0.769659,1.696561,0.710857,0.743695,-0.467015,3.079738,-0.340073,0.451195,-0.365255,0.082146,-0.088908,-0.520077,-1.714383,-1.313743,-0.499321,1.420732,-0.128275,0.061049,-1.084016,-1.19682,neutral
0.711781,0.83026,0.818173,1.137855,-1.491098,1.635379,-1.07058,-0.378794,-0.485384,1.428399,1.044638,0.432383,1.33796,1.439954,1.741645,0.081405,-1.595637,-0.023583,-0.812952,2.591261,1.479149,0.819623,0.920319,-0.369568,0.009326,-0.433985,2.131972,0.358866,2.130953,-0.076146,-2.37497,0.919846,-2.269928,-1.076392,0.024212,0.652688,-0.781071,0.282623,-0.189127,0.135505,-0.546217,-0.986141,-0.657285,-0.721512,-0.782092,-1.19682,negative
0.422607,0.512464,0.7471,0.278036,0.398984,-0.355392,0.242081,0.278523,-0.443089,0.537146,-0.092774,0.108729,0.036562,0.684576,0.478572,1.283154,-0.269884,-0.236915,0.547449,-0.255737,0.545268,1.657274,0.928487,0.064592,0.72333,0.500849,0.381918,1.681686,0.423302,-0.229873,-0.082125,-0.049178,-0.177202,-0.440005,-0.369674,0.289976,0.090864,-0.363775,-1.361279,-0.620028,-0.013098,-0.633848,-0.210719,0.529526,-1.16256,-1.19682,negative
-0.235752,-0.199242,0.444391,0.100804,1.088822,-0.99695,1.000107,-0.554293,-0.376685,-0.201957,-0.08289,-0.567523,0.433179,0.754576,1.055412,1.110481,-0.622244,2.283497,-1.704426,-0.026396,-0.494009,0.191827,0.155802,1.455036,2.067381,-0.950249,0.788281,0.871168,0.900773,-0.287365,-0.210934,1.818201,-0.3855,-0.056293,0.426162,-0.102794,-0.210374,-0.63273,-1.362104,-0.927177,1.987178,0.046429,0.092215,0.850528,-0.926222,-1.19682,neutral
-0.943076,-0.698516,0.197105,-0.516853,1.209262,-1.173901,1.033839,0.051636,-1.436174,2.820314,-0.46138,-2.07251,-1.382753,-0.730662,-0.758247,0.643836,0.86299,0.462704,-0.892888,0.15344,-0.415274,2.817661,1.367984,0.362836,-0.548102,-0.270618,-0.991623,1.34778,-0.937222,0.431621,1.108801,1.573548,1.000462,0.342686,0.559807,-0.425064,0.574618,-1.149128,-1.521867,-1.27842,0.135653,0.647158,0.381828,-0.22603,-0.036795,-1.19682,negative
1.203701,1.126936,0.997882,1.075002,-1.133232,1.157544,-1.047928,-0.017397,0.424029,1.004893,0.656312,0.761384,0.789583,1.892043,1.310993,0.809626,-1.125443,-0.415606,-0.344554,1.409362,0.643418,0.74864,-0.438618,0.008267,0.355467,0.187428,1.704949,1.691296,1.727907,1.095357,-1.701132,1.405068,-1.733481,0.648418,0.355578,0.89006,0.771896,0.338223,-1.152167,-0.243185,-0.132815,0.72736,-0.657405,-0.108462,-0.586398,-1.19682,negative
0.317444,0.457574,0.159305,0.128491,0.39915,-0.332415,0.480812,1.329094,0.074954,0.621518,0.181181,0.129814,0.109149,0.024471,0.435665,0.471685,-0.267079,0.379927,-0.058295,-0.35678,0.80045,1.560799,1.439911,-0.259605,0.332182,0.438355,0.793041,1.023963,0.75746,-0.950938,-0.615874,1.349379,-0.539069,-1.541275,-1.528285,0.245472,-0.202723,-0.306455,-1.400654,-0.772468,-0.152284,-1.267963,-0.235211,0.254106,-0.240336,-1.19682,negative
-0.283477,-0.394807,-0.371827,-0.58466,1.005848,-0.845777,0.727145,-0.50164,0.145144,-0.852412,-0.617014,-0.55291,-1.264286,-0.506608,2.048538,0.347144,-1.949705,-0.357304,0.693919,0.023962,-0.387301,0.672241,0.420266,-0.55477,-1.120047,1.60593,1.731931,2.688913,1.650271,0.815387,-1.25453,2.592335,-1.0284,1.685424,0.575119,0.024068,-0.364244,-0.796989,-1.94815,-0.679865,-0.568432,0.817448,-0.134894,0.619946,-0.083392,-1.19682,neutral
-0.470897,-0.217947,1.332265,1.172693,0.885554,-1.322648,1.672358,-0.110086,-0.968912,0.159488,-0.698204,-2.155952,0.330913,-1.311227,0.841614,2.434274,-0.361782,-1.003047,-0.582274,1.355624,-1.278513,2.185158,1.654953,-0.403432,1.219939,0.825244,0.63988,2.7426,0.614914,1.012207,-0.129387,3.764585,-0.090274,1.843984,1.787868,-0.075962,0.935646,-1.193035,-2.318704,-1.183676,-0.260482,1.917655,-0.052541,1.422154,-0.042613,-1.19682,negative
1.762458,1.727092,1.909131,2.192467,-1.966298,1.723028,-1.857612,0.319461,0.355502,-0.250103,1.881231,1.149141,2.025127,2.928286,2.511677,1.159999,-2.633535,0.175388,2.648429,2.531261,1.5621,-0.058961,-1.443814,-0.255495,-0.276599,2.812449,2.817737,1.607423,2.883089,0.638131,-3.349706,0.826771,-3.450033,2.259943,-0.3983,0.576502,-0.619674,0.805579,-0.825122,-0.213032,-0.338255,1.255555,-0.554035,-0.419278,-0.997122,-1.19682,negative
0.505412,0.597211,0.056369,0.210467,-0.572498,0.500972,-0.525605,-0.371709,-0.151555,-0.428097,0.053817,0.506226,0.167312,0.705128,2.110976,0.052438,-1.886854,-0.464769,0.593342,1.413144,-0.778197,1.493639,1.423121,-0.160053,1.54014,1.173014,2.537481,1.752463,2.474435,1.231687,-2.656249,1.669439,-2.332331,-0.335606,0.076463,0.378867,2.679028,0.048326,-1.068016,0.205675,-0.168901,-1.015687,-0.215845,1.247492,0.204818,-1.19682,negative
0.83318,0.978298,0.972229,1.015068,-1.349067,0.654124,-1.170233,0.281849,-0.361038,0.553682,1.293888,0.539612,1.535964,2.251387,0.642355,0.600128,-0.321196,-0.235464,0.376225,0.356306,1.241227,1.076502,0.626331,0.281488,1.183645,0.789644,1.080499,1.566339,1.173296,-0.792408,-0.913149,1.183928,-1.13341,0.119987,-1.008484,0.408992,-0.431593,0.034456,-1.39935,-0.983104,0.155584,-0.241312,-0.544799,-0.163599,-0.406049,-1.19682,negative
1.038887,1.025564,0.623091,0.53768,-1.270009,0.89919,-1.346291,-0.351565,-0.146411,0.284476,0.576326,0.788862,1.555583,1.710873,1.651143,0.018106,-1.283944,-0.128009,0.658538,0.544421,-0.100338,1.501811,0.915855,-0.224842,0.705897,1.40019,2.277965,2.024778,2.371576,2.788171,-2.157505,2.121562,-2.402126,2.63478,1.065462,0.431751,-0.102114,0.629452,-1.485319,-0.800472,-0.266533,1.435153,-0.42355,0.440982,0.122066,-1.19682,negative
-0.613494,-0.466928,-0.165361,-0.279927,1.037728,-0.323322,0.612586,-0.375569,-0.896632,-0.600779,-0.506585,-0.609881,-0.664975,-0.109056,1.759164,0.612939,-1.594905,-0.70008,-0.770609,-0.04523,-0.895955,0.30543,1.256843,-0.365149,1.02985,0.606047,1.426918,2.201098,1.334247,0.339714,-1.022273,3.65331,-0.778919,1.000195,-0.15608,-0.044337,-0.256075,-0.606502,-1.999527,-0.829861,-0.368687,0.533722,0.062753,0.539374,-0.441707,-1.19682,neutral
0.041758,0.147153,-0.257843,-0.290769,-0.264703,0.504414,-0.278583,0.013747,-0.275773,-0.040962,-0.196382,0.06087,0.202893,0.101989,1.422909,-0.699345,-1.109651,-0.265404,0.052946,0.995239,0.26647,1.361898,0.79235,-0.351891,-0.644155,1.332376,1.417418,2.328719,1.416879,0.627535,-1.122784,3.505183,-1.010986,0.788424,0.042019,0.547753,-1.087162,0.138052,-1.908523,-0.821455,-0.295011,-0.866941,-0.430442,-0.011105,-0.160625,-1.19682,negative
0.777466,0.532789,-0.131951,-0.085372,-0.920225,1.444234,-1.013559,-1.009919,0.447185,-0.314156,0.417511,0.736853,0.349279,0.546332,1.563231,-0.398467,-1.414712,-0.187652,-0.805414,1.934386,0.114431,0.823474,0.4165,-0.504261,0.16795,-0.075695,2.03722,0.958322,2.013448,0.081237,-2.25353,1.879783,-2.090874,-0.831978,-1.580465,0.29065,0.722643,0.316013,-1.055594,-0.731279,-0.531235,2.015831,-0.322577,0.402951,0.397047,-1.19682,negative
0.389208,0.549164,0.391222,0.481465,-0.136879,0.369595,0.033356,0.301878,-0.639171,0.095616,0.042391,0.198106,0.15732,0.257518,1.594315,0.557702,-1.477042,-0.940454,0.381783,1.212927,1.007507,0.74384,0.305471,-0.386931,-0.757607,0.521102,1.784993,1.273896,1.671268,-0.201396,-1.750661,0.435405,-1.408753,-0.048262,0.278199,0.072785,-0.295061,-0.377136,-1.285915,0.045219,-0.462881,-0.587217,0.050112,0.052394,-0.86808,-1.19682,negative
1.536389,1.66097,1.395803,2.045583,-1.303631,1.323046,-0.797995,0.014815,0.053679,-0.483905,0.274516,0.7434,0.662348,1.008662,2.42889,1.489687,-2.443225,-0.567743,-0.971731,2.5152,-0.007286,-0.319573,-0.370554,-0.042122,-0.566098,-0.242355,2.702641,0.967504,2.59783,1.369089,-3.141591,1.855086,-2.609708,0.645225,1.430911,0.731719,0.274449,0.271451,-1.019974,0.031127,0.020412,1.651709,-0.577322,1.171414,-2.309421,-1.19682,positive
1.118241,1.021721,1.23651,1.674472,-0.999968,0.908761,-0.582345,0.287209,-0.128827,0.142263,0.133354,0.452569,0.26413,0.545581,2.711116,1.544804,-2.615741,-0.768071,-0.212462,1.601606,0.46188,0.615194,0.576618,-0.262914,0.461156,1.061011,2.939938,1.79897,2.835603,1.001138,-3.092662,3.450978,-2.553894,0.835006,0.903592,0.346357,-0.394061,0.283504,-1.622783,-0.111786,-0.306863,0.400831,-0.205469,0.727579,-1.862825,-1.19682,positive
-0.468575,-0.30426,-0.223411,-0.234179,1.218082,-0.406937,0.750228,-0.401943,-0.899706,-0.314416,-0.551805,-0.692351,-0.969463,-0.607127,1.712996,0.993899,-1.410789,-1.119115,-0.762814,0.512094,-1.02392,0.645208,1.003577,-0.425988,2.409881,0.693383,1.37074,1.962113,1.235853,-0.399384,-0.848824,3.871868,-0.537243,0.269234,-0.548206,0.010387,0.191283,-0.487824,-2.213884,-0.996278,-0.349761,-0.47665,-0.041787,0.825034,-0.387109,-1.19682,neutral
0.910091,1.009308,0.646744,1.177213,-1.409979,1.494762,-1.017498,-0.037459,-0.732127,-0.279178,0.955994,0.662454,0.895316,1.254274,2.585019,0.420406,-3.05184,-0.806579,1.548823,1.901277,-0.052902,0.408201,0.654809,-0.195648,0.73958,2.165207,3.006612,1.561188,2.98582,1.890909,-3.922935,1.906314,-3.639718,0.93514,-0.090342,0.448324,0.093469,0.586324,-1.123094,-0.175924,-0.10374,1.577559,-0.43139,0.391546,-0.014607,-1.19682,negative
0.222624,0.29166,0.249149,0.094694,0.315133,-0.391092,0.077787,-0.161556,-0.247083,-0.188877,-0.381191,0.256373,-0.286909,-0.289144,0.948611,-0.094259,-0.769737,-0.346154,0.556143,-0.227349,-0.126738,1.75877,0.608793,-0.247252,0.065111,0.443516,0.83997,1.358047,0.87922,-0.926178,-0.585001,-0.228435,-0.659396,-1.107671,-1.286209,-0.155878,0.70679,-0.554996,-1.177403,-0.531648,-0.19927,-1.081441,0.077821,0.911224,0.458421,-1.19682,negative
-0.722956,-0.574621,0.234402,-0.01238,0.940551,-0.62044,0.469182,-0.318461,-0.441297,-0.010553,-0.371776,-0.805436,1.243107,-0.198367,0.617568,0.495276,-0.302279,0.845998,-0.987342,0.133698,-0.139243,0.548109,0.871664,2.336637,1.005382,-0.136071,0.414212,1.700433,0.415951,-0.298779,-0.048929,2.186082,-0.057045,-0.259063,-0.420374,-0.133168,0.879652,-0.611656,-1.998807,-1.182494,2.699778,-1.0153,-0.02059,0.073798,-0.861454,-1.19682,neutral
0.491042,0.60833,-0.366373,-0.330255,-0.902509,0.852435,-1.102514,-0.302595,-0.905922,-0.417264,-0.057372,0.833652,0.324496,1.053965,1.346933,-1.313304,-1.065447,-0.947853,1.88772,0.407272,-0.23982,1.790788,1.284651,-0.134401,-0.095405,2.398513,2.291385,2.014909,2.393108,1.515563,-2.323403,1.666075,-2.587885,2.760573,2.116341,0.260507,-0.081114,0.263087,-1.183649,-0.328276,0.075899,0.949983,-0.323849,0.371519,1.728614,-1.19682,negative
-0.632798,-0.906224,0.314972,1.001299,-0.94417,0.657759,-0.567953,-0.268481,0.289548,0.457171,-0.002683,-1.230678,1.242167,-0.25927,-1.65307,-0.562196,1.758833,0.018213,0.199665,2.797704,0.09434,-0.279325,-1.565825,1.609574,-1.630966,0.47741,-1.864978,1.084124,-1.820992,-0.359387,1.910092,0.787805,1.824532,0.140448,0.957405,0.23088,-1.461135,-0.54446,-0.509795,-0.042823,0.259957,-1.450912,-0.077875,-1.138265,-0.86601,0.835548,negative
-0.090356,-0.119995,0.036794,0.84135,-1.738088,1.74771,-1.443465,0.091384,-0.040749,0.055187,0.906769,-0.265809,0.493669,0.386036,0.084214,-0.72352,0.023237,-0.475381,0.684258,2.411869,3.535998,-0.164515,-0.420106,-0.176696,-0.397256,1.401445,0.195549,1.833048,0.162767,0.106192,-0.291047,2.058357,-0.22997,0.566629,0.512704,1.056943,-0.880664,-0.040927,-1.607293,0.503138,-0.010481,-0.59167,-0.833565,-1.943817,-0.291377,0.835548,negative
0.502116,0.640871,0.27501,0.170682,-0.210529,0.711806,-0.751168,-1.395202,-0.218863,1.075219,-0.448415,0.136036,0.661284,-0.523518,0.246461,-0.101594,0.034289,0.624739,-0.016551,1.322342,0.452299,3.236521,-0.293182,-0.496872,-1.3913,0.337855,0.763442,1.83025,0.779329,2.092522,-0.533574,0.966486,-0.560737,0.58843,1.296964,-0.00367,0.065163,-0.464953,-1.545859,-0.139427,-0.513961,2.923231,0.070362,-0.2648,1.456172,0.835548,positive
-1.13366,-1.111749,-1.589821,-1.382135,0.542063,-0.196048,0.129606,-0.364813,1.430575,0.368011,-0.673755,-0.989414,-0.316617,-0.691302,0.412731,-1.047782,-0.290903,1.10711,-0.041486,1.373968,0.398525,-0.842668,-0.09017,-0.402553,0.93067,0.080005,0.145934,1.728016,0.132419,0.358192,0.040021,0.326198,0.053387,0.540809,-0.536777,-0.009609,-0.234198,-0.116788,-1.347586,-0.004587,-0.618823,-0.165222,0.004888,-1.244536,1.29681,0.835548,neutral
-0.542143,-0.380336,0.767817,0.938843,-1.034663,0.991969,-1.152098,-0.335441,-0.720823,-0.527318,0.322406,-0.265213,1.619856,0.195165,-0.340582,0.121868,0.543144,-0.262572,1.055386,1.902395,0.560491,1.31493,-0.586882,-0.145187,-0.229155,1.532955,-0.286729,1.776046,-0.217704,0.674419,0.395156,1.456332,0.249937,1.320354,1.626543,0.874369,-1.221033,-0.095957,-1.521599,0.234374,-0.414103,-0.44555,-0.639268,-1.136934,-0.274602,0.835548,negative
0.189901,0.376917,-0.36783,-0.189478,-0.049871,0.761343,-0.556392,-0.147751,-0.786344,-0.54403,-0.710698,0.149412,1.089159,-0.843635,1.370887,-0.526845,-1.10691,-1.199537,0.850128,1.452358,-0.078878,1.944154,1.225716,-0.38504,-0.003571,1.550889,1.788618,1.608533,1.731684,1.6962,-1.509288,2.037153,-1.31098,0.707846,0.55814,-0.143141,-1.103919,-0.175223,-1.408204,-0.261707,-0.380992,1.599784,0.235856,-0.12641,1.382737,0.835548,positive
-1.728685,-1.631414,-2.006165,-1.266753,0.247476,-0.108659,0.300095,-0.348676,-0.516399,0.931117,-0.487182,-1.539244,-0.066437,-0.53969,0.190652,-1.128202,0.104899,0.099466,-0.576128,0.812037,-0.446994,-1.337994,-0.569449,-0.299489,-0.599397,-0.180169,-0.068597,1.25632,-0.108726,-0.129284,0.316785,1.000133,0.386031,0.051057,0.226671,-0.155304,-0.945379,-0.766501,-1.565511,-0.834106,-0.427774,-0.290437,0.134769,-1.401364,0.343778,0.835548,neutral
0.73549,0.54388,2.200688,2.120996,-1.697873,1.784271,-1.312856,-0.220304,0.638877,0.685881,2.173472,-0.183107,-0.752966,1.677177,0.602088,1.879301,-0.501777,0.518994,2.232229,2.60879,2.632264,-1.124618,-1.647708,1.333005,-1.643011,2.400124,0.88603,1.795806,0.833112,1.708301,-0.974138,0.777904,-0.850703,3.632717,3.159906,0.692189,-1.208764,-0.06524,-0.895792,-0.212585,0.194155,1.139828,-0.446804,-1.697292,-1.502856,0.835548,negative
-0.078288,0.079773,0.197587,-0.052988,0.302294,0.135237,-0.363947,-0.201191,-0.855819,0.54534,-0.663358,0.289383,-0.319438,0.366893,0.572564,0.032964,-0.247814,-1.139481,-0.486578,0.648324,-0.823252,1.101058,-0.503205,-0.508473,-0.389228,0.725681,0.68618,2.451725,0.718077,1.685302,-0.289071,3.244472,-0.353873,0.147602,-0.891016,0.569009,-0.145855,0.067929,-2.195796,-0.683716,-0.57003,0.241363,-0.612402,0.238855,0.359781,0.835548,negative
-2.191676,-1.924498,1.674541,0.785497,1.439115,-1.490601,1.733288,-0.269411,-1.502251,3.695807,-0.596536,-2.522322,0.166328,-1.191583,-0.499016,2.549571,0.825229,-1.121703,-0.715887,1.399727,-0.826638,1.635026,-0.186922,-0.145206,0.558808,0.608723,-0.806564,2.25053,-0.788933,0.468614,1.117716,3.518848,1.073039,0.839349,1.413688,0.018737,-1.629126,-0.82217,-2.075627,-0.453638,-0.117658,-0.433288,-0.001427,-1.734675,0.100924,0.835548,negative
0.424524,0.050547,0.119617,0.303631,-0.65369,0.50977,-0.665327,0.037561,1.427691,1.592276,0.061371,-0.077925,-0.162708,0.807432,0.046359,-0.20552,0.179464,0.640975,-1.336877,1.512786,1.08018,1.213002,0.489896,-0.162275,-0.092085,-1.228203,0.09023,0.285695,0.155772,-0.217359,0.074913,0.106084,-0.060608,-0.400762,0.36132,0.664533,-0.649096,-0.056763,-0.523271,0.414046,-0.128284,1.43395,-0.553445,-0.946988,0.433046,0.835548,negative
-1.919297,-1.79072,-0.043258,-0.194629,1.643928,-1.449371,2.112739,0.419787,-0.819412,1.926798,-0.62226,-2.267701,-1.323266,-1.450737,0.416667,1.384062,-0.002105,0.689778,-0.434558,1.73401,-0.463709,0.421971,-0.272202,2.584543,-0.186896,0.24332,0.106848,1.783797,0.022933,0.202051,0.337431,1.791051,0.472071,-0.453473,-1.087896,0.096837,-0.04353,-0.718112,-2.020921,0.054515,2.045712,-0.627015,-0.018303,-1.495693,1.171797,0.835548,negative
-0.851842,-0.791501,-0.37402,-0.126525,-0.096418,0.336981,-0.500147,-0.164773,-0.705734,1.916542,-0.298726,-0.409805,0.093764,-0.265638,0.469689,-0.729059,-0.260226,-0.374472,-0.22031,1.336076,-0.443271,-0.38194,-0.087456,0.320239,0.665221,0.738573,0.377092,1.791103,0.407557,0.483298,-0.162189,2.589851,-0.246476,0.700186,0.449571,0.637553,-0.149759,-0.254509,-1.85389,-0.56839,0.369455,-0.499594,-0.648629,-0.691886,2.271748,0.835548,negative
-0.060758,-0.321628,-0.45291,-0.578544,0.054526,0.083265,-0.09421,-0.684568,1.595711,0.058045,-0.423612,-0.107826,2.333865,-0.341547,1.329415,-1.023481,-1.192328,1.723954,-0.365835,1.674888,-0.461783,0.530248,-0.400128,-0.564502,-0.288188,0.682383,1.282668,2.106371,1.243339,1.356329,-1.088537,2.813279,-0.976422,0.573944,0.097475,0.463779,0.074699,-0.071526,-1.954119,-0.2923,-0.599216,-1.003829,-0.433601,0.149803,2.580446,0.835548,positive
0.171251,0.035266,0.153738,0.278897,-0.970577,1.114342,-1.009552,-0.201049,0.715773,2.765066,0.188361,0.064875,0.082553,0.536406,1.100277,-0.305757,-0.933293,0.426909,-1.214861,1.551005,1.512684,0.054895,-1.112859,-0.467058,-0.770825,-0.410085,1.294621,0.873428,1.336761,0.803067,-1.252966,2.026472,-1.316417,0.145303,1.566449,1.024506,1.08097,0.195067,-1.022208,0.2006,-0.568836,0.624552,-0.890863,-1.304328,0.722616,0.835548,negative
