F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,emotion
0.036887333,0.9852189,-0.062092986,-0.08663242,-0.09319862,-0.09403886,1.1227353,1.4290084,1.7021475,1.579138,0.8649829,-1.3377694,1.3389142,1.1297123,0.33333528,-0.1650669,0.81144357,0.3145611,1.2700428,0.78299165,0.47920117,-0.9183843,-0.6838955,0.07517651,-0.4000077,0.07164122,0.47730318,0.0021551438,-0.39920992,-0.034025084,0.30666205,-0.75441813,2.0833411,-0.20613962,-1.1505362,2.4677277,1.784107,-0.026242333,-0.69294393,0.050287835,0.27023962,0.2846844,-0.71726817,0.95360196,0.38342845,-0.14660773,0.9456976,0.4188819,-1.9405618,0.65245485,0.7132721,-0.53137726,0.35836932,-0.23134075,-0.21923283,-0.71631324,0.82789224,-0.7517444,0.7758551,-0.067313366,-1.0583488,1.3672972,0.2628066,-0.0007143355,0.9216577,-0.12538014,-0.66455007,1.7850701,-1.0225824,0.051088985,0.18892162,0.08303578,0.61283886,-0.008685916,0.061783165,0.009320812,0.80239195,-0.62586176,0.20976815,-0.18351834,1.308908,2.238231,3.240016,-1.1126727,-1.088688,-1.4784399,-1.6860807,-0.6552861,negative
0.3945559,-0.949257,0.45888385,0.40969226,0.18836911,-0.67404234,-0.60250616,-0.5802342,-0.5319283,-0.36330792,0.7968709,-0.39888868,0.41475698,0.14685756,1.1925625,1.0982412,1.0828655,0.77880764,0.5243324,0.21758349,0.1269651,-0.28046298,-0.38400748,0.03913109,-0.4004417,0.055991884,0.02053089,0.0007130245,-1.1908128,-0.021565588,-0.88932043,-0.2740105,-1.2980003,0.14384678,1.2381258,-0.6243134,0.38531816,-0.023721142,0.025104376,-0.30998987,-0.50961405,-0.21979122,1.0912995,-0.12912422,-0.14445688,0.1368031,-0.745008,-0.4253161,0.53504306,-0.27352428,0.020877304,-0.029237298,-0.59930015,-0.29289412,0.50478595,-0.26805773,-0.034392115,0.07045428,-0.16317643,0.00021931561,0.06356485,-0.118631676,0.6993999,-0.037690245,-0.22395654,0.08147957,0.4947351,-0.8252534,0.43016824,-0.02314235,-0.09743918,1.0987589,-0.110639624,-0.006826483,0.118642494,0.0172039,0.9967482,-1.1849827,0.6845264,-0.62202644,-0.56727046,0.14087819,-0.97991633,1.1484923,2.140547,0.6357011,0.768018,0.9405818,neutral
-1.7351433,-0.29262912,-1.507939,-1.7000256,-1.7449622,-0.8655199,-0.6061046,-0.6364653,-0.4523765,-0.21118264,-0.54347,0.44922015,-0.6064474,-0.67193353,-0.24367718,-0.023042746,-0.52844733,-0.36342195,-0.8842128,-0.71873796,-0.6972035,0.09568443,-0.18304367,-0.002392047,0.18062618,0.024645606,0.65331894,0.000740439,0.44968772,0.028233852,-1.059029,-1.0182569,0.4765583,-0.0644051,-1.694872,0.8161542,-1.1367487,-0.021795895,-0.30997097,-0.4004925,-1.6326089,2.4705188,-0.5555422,-0.051580366,-1.0490481,0.92210954,-2.3661494,0.549488,-1.1227988,0.9874746,-1.2845286,1.1123316,-2.8482401,-0.30473405,-1.576717,0.32884482,-1.2480546,1.0341576,0.16760798,0.021612475,-0.31203052,-1.4230165,-0.17589909,0.00315664,0.055488694,0.064519316,-0.2634621,-0.47941518,0.42844397,-0.03817935,-0.16474667,-0.30394286,1.6586293,-0.014886947,0.28932244,0.0043364647,0.45819235,-0.50288,0.25415412,0.0823435,-0.05611911,-0.25692508,-0.64397556,-0.6049023,0.23111053,0.9472095,1.061844,-0.63685256,negative
-1.1062686,3.1261127,-1.3345604,-1.4390554,-1.3652278,-0.2759997,0.3719171,-0.16295762,0.6013248,0.34782806,-1.1834607,0.88100445,-0.61581355,-1.0507096,-1.0570166,-0.8776185,-0.96837044,-1.042157,-0.9420945,-0.855489,-0.7006229,1.4859947,-0.41296124,0.012933193,0.32105923,0.020303627,-0.252294,0.0029858064,1.2104511,-0.007944745,-0.21031521,-1.6268001,0.20900771,-0.6303314,-1.8058122,1.8489805,0.51158017,-0.026446259,0.3114348,-0.3945305,-0.9129679,0.8690856,0.47390854,-0.8993674,-1.1786036,1.0896239,-1.1731817,0.7160015,-0.2280323,-0.04337366,-1.3350976,1.1983536,-1.1535711,1.6212416,-0.21375053,-0.33707848,-1.3351891,1.1954167,0.012252441,0.02021362,0.06274084,-0.76291716,-0.7590723,0.26934293,-0.2443762,0.03654261,-0.354352,0.3837933,0.4082656,-0.020641258,0.36119452,0.03638487,-0.38000906,0.0116336625,1.0728401,0.14458664,0.20589224,-0.08274784,-0.12910736,0.43927923,0.04584938,-0.68302673,-0.2072527,-0.9172479,-0.49417862,0.27687496,0.39874092,-1.1666828,positive
-1.1544268,3.5226965,-1.4416538,-1.1812216,-1.1945671,0.4684855,8.925524,11.274558,-0.22838698,0.0370839,-0.039027013,0.028208647,-0.63274693,-0.21854636,0.5790621,0.85521686,-1.2311032,-0.6773085,-1.2091628,-0.72880465,-0.4127545,-0.3453806,-0.16289248,0.01662869,0.12993374,0.026347427,-0.10144708,0.0030194006,0.5344624,0.01125903,-0.23060797,-0.6003898,-0.50045115,-0.10554976,-1.247691,0.37726966,-1.1602693,-0.020619433,0.13196976,-0.46154013,-0.95540863,2.155157,-0.6625915,-0.4617754,-0.2172093,0.21788931,-1.5544164,2.5624611,-0.98015076,-0.4157272,-0.42082047,0.37544894,-1.7108986,2.7485752,-1.642479,-0.094363645,-0.3990467,0.36889967,0.12516756,-0.023740515,-0.2636392,1.1527699,-0.24218118,0.032463886,0.15059416,0.04145125,-0.22297269,-1.1822658,0.272421,0.0014125251,0.6014762,0.027408281,0.7361497,-0.012444879,0.8240156,1.9378841,0.8335834,-0.820116,0.6084349,0.4977327,-0.33274245,-0.5237945,-0.23864204,-0.28444377,-0.19513172,-0.068150155,0.522219,0.13253765,negative
-0.7279561,-0.62039375,-0.42998666,-0.659755,-0.94966525,-1.4836684,0.87023115,0.34961236,-0.27679455,0.3899855,0.4669193,-2.2423286,1.4857281,1.4651378,-0.2065674,-0.79140836,-0.4693299,-0.82691133,-1.007006,-0.54703975,1.9135147,-2.2430034,0.5983988,-0.063250154,1.004615,0.020201746,1.1773144,0.0004584289,1.3422472,-0.008365098,0.08904262,0.50936157,-0.6769968,0.68772894,0.53318214,-1.0187987,-0.05611091,-0.026219653,0.70050484,-0.6183728,0.19072522,1.746467,0.82082814,-0.35448238,-0.10885478,0.3570089,0.45049477,1.1515986,1.5051653,1.150501,-0.36025345,0.6379592,0.9266065,1.5786759,0.8516951,0.32515633,-0.34735844,0.5944016,-1.2783968,0.03356683,1.2902669,-1.4454406,-2.048247,-0.11321141,1.2547283,-0.18361424,0.29212692,-0.7063422,0.41531345,-0.047809493,1.449789,0.015062207,1.7934434,-0.015965736,1.7294041,0.065957665,-0.40902004,0.4907379,-1.1867105,-0.7357973,3.2984374,1.9835626,0.6560535,-0.6813505,-0.42843735,-0.6308063,-0.750684,1.2203053,negative
0.087212265,-1.2715985,0.33653456,0.08313447,-0.12418802,-1.2120384,-0.03672519,-0.11280369,-0.17277864,-0.2855198,-0.041992657,0.28093106,-0.70775676,-0.2782064,0.33333245,0.6248886,0.07119659,0.013650097,-0.16727217,-0.5390404,0.43793947,-0.060952485,-0.15545405,-0.026443657,-0.23981644,0.034990516,-0.050633647,0.0025950992,0.6889495,0.008699822,0.033351008,-0.043687876,1.9350977,-1.3331482,-0.62509,-0.5763577,0.687853,-0.022915414,-0.23846051,-0.31073374,0.21611317,1.3333037,-1.5712488,-0.059896402,-0.8586336,0.8714339,0.09306067,0.81204164,-1.4330966,-0.6569223,-0.691171,0.6157249,-0.076026365,1.1304659,-2.1481678,-1.4664662,-0.6808096,0.580381,0.61402154,-0.002867807,-0.58209866,-0.28320235,0.95681506,-0.031816147,0.8114643,-0.03242341,0.53102946,-0.6283687,-0.32697612,-0.019889459,-0.55750203,-0.025356347,0.14693451,-0.0053935205,0.23201208,-0.0010735282,-0.33633462,0.29427606,0.59759855,1.165192,1.4834841,0.047669157,0.4660686,-0.88885283,0.17599003,-0.46147868,0.005844358,0.080303535,negative
0.52665645,0.21471016,0.38619342,0.58267456,0.6407873,0.7521261,-0.4287741,-0.36536583,-0.12320152,-0.36033744,1.8039095,-1.13449,1.6134102,1.5623578,0.570991,-0.020253409,0.87569445,-0.46588704,1.9572114,1.0008793,1.2585741,-0.5805362,-0.53169894,0.012011747,-0.82396287,-0.021316225,0.13265459,0.0036227244,-0.8998541,-0.0259526,-0.07405421,-0.06761561,-0.33806565,-0.9027075,-0.35369194,0.2738661,1.5777835,-0.02678672,-1.0397707,0.51345944,1.1541684,1.034835,-1.1892701,2.134705,2.4295967,-2.4592657,1.277911,0.20276532,-1.719868,0.27254838,2.8449144,-3.3018599,0.9418304,0.42694926,-0.3746893,-1.1560314,2.9512947,-3.6325066,1.1780242,-0.086922966,-1.4900181,1.5823166,0.70313996,-0.032828264,1.3074454,-0.14190423,-0.23194328,2.1487682,-1.4781386,0.08645003,-0.5676682,-0.053886328,0.18665321,-0.0035994425,-0.20807898,0.021937445,0.43493086,-0.40057182,0.22384623,-0.28863698,0.5503177,2.0759165,0.51866174,0.6444801,1.912279,-1.6552652,-1.7975607,-0.014508187,negative
-0.47906405,1.130139,-0.52053666,-0.42157003,-0.4470339,0.12616773,0.79486257,0.6140924,-0.18379174,-0.15489334,-0.99022925,-0.73846674,-0.18293461,0.14690845,-1.3199897,-1.3221723,-1.031451,-0.39338052,-0.79888237,-0.28390855,-0.26871824,0.116577,1.6417584,-0.06872878,1.3231357,0.01888127,1.2736449,1.5028232e-05,0.21759938,-0.70802057,0.63213766,1.5718884,0.7646197,0.331071,-0.036669463,-0.077280216,0.032875035,-0.023717426,1.2811587,-0.5528221,-0.9365094,-0.0004993726,0.3490147,-0.9833514,0.7984267,-0.79708236,-0.69503915,0.92882514,0.971849,-0.3452872,0.49549833,-0.28458428,-0.59403497,-0.6251793,0.9573577,0.5278976,0.47709128,-0.23970287,-1.3744977,0.038869318,1.385721,-1.3992549,-0.8047127,0.5145477,-1.1457533,0.048918594,-0.48928517,0.9328732,1.3953942,-0.038280282,0.9503878,0.01960568,0.5593572,-0.0110872425,0.037205912,0.0065905135,-1.5273345,1.4905719,-1.2519464,-0.94173634,-0.7354767,0.121695675,0.14947236,-0.016719045,0.06987595,-0.6201901,-0.6672197,-0.11605959,negative
-0.2602941,0.20967178,-0.3667703,-0.099668175,-0.18654208,0.4402886,-0.59271675,-0.5875859,-0.059671856,-0.23899892,-0.13997512,-0.79182774,-0.1547231,0.53761584,-0.11295719,-0.059467513,-1.8813875,-1.9453963,-1.0884273,-1.2904223,-0.27208832,-0.6556275,1.5480698,-0.06983193,1.6287372,0.019840453,0.7845092,0.00047625633,-0.057373494,-0.057439625,-0.66426575,0.23602653,-1.495336,2.641181,1.2835888,-0.9042454,0.37500665,-0.024554195,1.4723463,-0.67620546,-0.6804606,-0.7519262,1.6201445,-1.0212886,0.8399952,-0.7123984,-0.46847558,0.041472353,1.4715921,0.34225464,0.47424492,-0.15874457,1.3286496,-1.5990013,-1.0499681,0.06584926,0.44909897,-0.1071739,-1.5083153,0.035099685,1.5489607,-1.3484365,-1.0130547,-0.6423319,-1.3823911,0.102698006,-0.76899284,-0.24364685,1.0867474,-0.03663555,1.7740875,0.01596559,0.6631458,-0.011894913,-0.12925154,0.020655962,-1.3852328,1.592437,-1.1972387,-1.2226624,-0.429435,-0.12636483,-0.68826294,1.1442331,0.5904048,-0.20616004,-0.57935095,0.98501045,positive
1.0453584,-0.36271444,0.9344752,0.87254906,1.0612854,0.48144606,-0.33392528,-0.3598919,-0.26188776,-0.18469808,0.5181654,-0.020495694,-0.5215935,0.5169467,0.46763423,0.6947423,-0.29828453,0.061683875,-0.0052144416,1.1264188,-0.35479826,0.50989294,-1.1200166,0.08550421,-1.5903268,0.0082188565,-2.10715,-0.01153084,-1.6526287,-0.022135502,-0.059744824,0.9615096,-0.8404593,-0.8112706,0.046881065,1.0593461,0.29280743,-0.021639194,-0.76156175,0.21669549,0.6785676,0.18333764,-0.20810537,1.0445241,0.058789164,-0.18889736,0.52098495,-0.6546358,-0.8745392,-0.89379966,0.44745666,-0.7311501,0.51052743,-0.08490036,0.36796042,0.5730859,0.42362657,-0.67910606,1.0758138,-0.055414215,-0.9531697,0.2768127,1.2490642,-0.046891507,0.15794976,0.028416146,-0.4811974,1.2862432,-1.3225574,0.06288598,-1.1193004,-0.017718539,-1.8903825,-0.042085007,-1.1422923,0.032060534,1.0534062,-1.1271683,1.4457798,0.10983298,-0.55057806,-1.0221502,-1.5040426,3.796332,-1.1176171,2.191764,1.0137161,-0.09652846,negative
-1.1618613,-0.44791505,-1.0293267,-1.0618263,-1.237918,-0.718842,0.31173903,0.39316785,-0.4248852,-0.28119972,-1.19376,0.8296595,-0.6996924,-0.8105848,-1.1726503,-0.9672538,-1.034182,-1.2932864,-0.26226342,-0.10040041,-1.1306432,0.35715604,-0.31357285,0.009598858,-0.11360829,0.028395137,0.3058155,0.0010963136,0.5248941,0.0154832,-0.6815702,-0.95965207,0.85729486,0.60488576,-1.0288349,0.2929283,0.03898408,-0.02640446,0.20613596,-0.44895875,-0.059521697,0.7582984,-0.068361476,-0.037282687,-0.7242089,0.7277342,-0.36987242,0.5486461,-0.577214,0.09364216,-0.8879397,0.80965716,-0.4539857,1.351099,-1.5676272,-1.1095634,-0.89411676,0.80987877,0.027089324,0.02313885,-0.17791873,-0.6050307,-0.08656725,-0.015368773,0.30621687,0.042010866,-1.0608572,-0.7727306,0.66791904,-0.040480264,0.2521909,0.045359753,0.85762894,-0.013288228,1.1044354,0.13987575,0.7983955,-0.94794935,0.9821185,1.0368266,-0.47474384,-0.7116413,-0.2019239,-0.6251845,-1.068976,0.112988025,0.593256,-1.1751122,negative
1.1561497,-0.18352586,1.0680203,0.998044,1.351672,0.92976755,-0.56765383,-0.6085712,-0.44483504,-0.20883815,-0.3489689,1.0491208,-0.65928364,-0.6935803,-0.10624307,0.14236327,1.8905711,1.8552656,1.6776038,1.467471,-0.31364667,1.0509244,-1.2115519,0.15305148,-0.63307655,-0.076812014,-0.9424215,0.020406928,-1.6698837,-0.024746088,-0.50028646,-0.33525687,-0.13951948,0.18513182,-0.004674626,1.1026268,1.0882194,-0.02585033,-0.43669277,0.021724213,0.6404082,-0.8349626,0.28692126,-0.17589648,-1.0638845,0.98679495,0.6648778,0.046388805,-0.0006116371,1.5099695,-0.75866693,0.6577223,1.359156,-0.5739584,-0.027149692,0.4838611,-0.7192692,0.58043015,1.0402493,-0.08276371,-1.0751951,1.474206,1.4115822,-0.044238225,-0.116352156,0.024007972,0.92076266,-0.21693414,-1.300613,0.08531128,-0.941251,-0.025805054,-0.9751999,-0.15579736,-2.5639691,0.035995003,0.8685018,-0.91261214,1.4353461,1.1765473,-0.4947736,-0.89361143,-0.1470396,-0.6008458,-0.9425464,0.009480612,0.75135744,-0.43041605,negative
1.483328,-1.7022247,1.7311538,1.444365,1.118433,-1.4271438,-0.14764217,0.14705123,-0.34182587,-0.31884262,-0.03509032,0.40352347,-0.6044487,-0.62490624,0.3785084,0.6326814,0.0157213,-0.38610342,-0.12229743,-0.3576665,-0.46760327,0.67042816,-1.3593013,0.21270151,-2.0206013,0.009500675,-1.5532686,-0.019854711,-1.6833336,-0.022611871,-1.0562065,0.038175408,-0.92917055,-0.40480262,1.2882103,-0.21933164,0.7012346,-0.025200747,-0.9628859,0.8227189,1.0381222,-1.100205,0.465401,1.5356919,-0.63206905,0.58716035,0.6797167,-0.6047368,0.6493514,-0.0030124574,-0.090429515,-0.049059182,0.57362616,0.20175001,-0.15485287,0.6187488,-0.097304806,-0.039676048,1.1396024,-0.07738705,-0.8385717,1.6197001,1.264394,-0.05030992,1.06871,-0.10615294,0.088131994,-0.21563382,-1.0704974,0.04437642,-1.8943615,-0.00829604,-1.6122618,-0.04063646,-1.9089257,0.03816255,1.3052593,-1.2576298,1.461595,0.6682594,-0.98808634,-0.43326342,-1.0338132,1.0633073,0.6467936,0.9117211,0.8233701,-0.4381111,negative
-1.5423058,-0.8932547,-1.2607539,-1.5492176,-1.7444757,-1.5048763,-0.5118011,-0.45848528,-0.46585524,-0.3554428,-0.896815,-1.051393,-0.29126385,0.6002935,-1.2458473,-1.2021294,-1.1045605,-0.27701357,-0.842697,-0.48181063,-0.6383136,-0.93944335,0.77353686,-0.047192544,0.88442993,0.01932264,0.74300015,0.0006401847,0.089997575,-0.07217482,-0.02530344,-1.0522168,0.22987089,0.006672921,-1.0828321,-0.51504093,-1.3617547,-0.017367313,1.0012758,-0.6750876,-0.756124,0.5799733,0.84167546,-0.6792161,-0.577659,0.6193444,-1.1969444,2.0312064,0.95496744,-0.54453224,-0.83616996,0.8590067,0.024386112,0.4987662,-0.799258,0.93245715,-0.8771294,0.9219163,-0.9147768,0.033654444,1.0981002,-1.4798636,-1.1535383,-0.26679757,-0.0028911533,0.04224033,-1.460876,0.63405675,1.0504371,-0.05930868,1.0584245,0.013863424,0.60876,-0.013749468,0.48892066,-0.012184972,-0.24667896,0.3296016,-0.55870366,-0.8010609,0.50401473,0.73853123,-0.14195304,-0.5765073,-0.37298068,0.06985994,0.46684486,-1.4108895,negative
0.8585442,0.54699314,0.82160985,0.7268711,0.8688557,0.24752206,-0.1257208,-0.21169151,1.3108445,0.20702614,-0.22980958,0.46089748,-0.3747257,0.06148762,-0.2894549,-0.16078301,0.21285026,-0.119280234,-0.30746105,-0.377858,-0.6699564,0.031696074,-0.5895219,0.03995942,-0.66705287,-0.06266321,-0.28489333,0.0050454233,-0.70828295,-0.028156655,0.7424621,6.906325,-0.59469694,-0.71672225,0.5984488,0.18319605,0.19747922,-0.02072209,-0.7807116,0.83828354,-0.41555423,-0.26055765,1.1566075,-0.8492564,-0.73658204,0.67346233,-0.48545164,-0.3792208,0.6264135,-0.036341753,-0.34007692,0.2475245,-0.91002774,0.5311853,0.5278757,-1.1608238,-0.29635507,0.19720422,0.6281449,-0.07804113,-0.4755274,1.2283766,0.4026739,-0.020304972,0.4725853,-0.041499678,-0.47225812,-0.526216,-0.5049718,0.018229032,-0.8030214,-0.036812544,-0.51130676,0.028263714,-0.69225454,0.029624261,0.60811675,-0.54686636,0.30095065,-0.09251899,-0.57185316,-0.55881274,0.0034018965,-0.45937765,-0.61010134,-0.050898917,0.7868891,-0.8708785,negative
0.76622826,-0.76195014,1.0045651,0.8262117,0.58668965,-0.998657,0.5081133,0.9121349,-0.45600262,-0.24643226,0.26204056,0.27006426,-0.13001326,-0.46793094,0.53489757,0.6145756,0.15170065,-0.24193507,0.17637792,-0.21778758,-0.42798233,0.12148934,-0.812271,0.014482689,-1.0375688,0.0023195257,-1.4811751,-0.022075083,-0.50372666,-0.032453764,-0.574165,-0.20249878,-0.6539531,-1.0996522,0.3137933,-0.025649402,0.896846,-0.026414769,-0.9672296,0.046007086,2.2296588,-1.8538969,-2.7766716,0.6142684,-0.20448838,0.187377,2.384176,-0.4987437,-0.17509787,1.6424668,-0.18428868,0.050775692,1.9361526,-0.7840415,-1.7872436,0.4330674,-0.17235231,0.014282814,1.2699587,-0.092938304,-0.96477234,0.6557748,1.098802,-0.043596353,0.6764389,-0.045254275,0.124286264,-1.0746504,-1.0852405,0.020272894,-0.83968735,-0.017911822,-1.340999,-0.0455299,-0.48473638,0.022083148,0.8862797,-0.782168,1.011568,0.80079436,-0.84133947,-0.9912609,-0.8289405,0.5309,0.17054084,1.160139,1.1756806,-0.2779284,negative
-0.024681685,0.1190761,-0.212823,0.02442935,0.113914765,0.86327976,-0.65638036,-0.58825964,-0.15943612,-0.25549218,-0.1583909,0.8610412,-0.5219825,-0.8515349,-0.24139504,-0.053236064,-0.116261065,0.53555095,0.032458313,0.896584,-0.23589751,0.7578323,-0.14634717,-0.0032306518,0.31823957,0.02498176,-0.796966,0.011348022,-0.1871514,-0.04146233,-0.4730709,-0.04221878,-0.31886867,-0.696555,-0.13235016,0.123209134,-0.7427872,-0.017335456,0.009973724,-0.08101022,-0.6587886,-0.84440255,0.84989136,-0.48704946,0.019554775,-0.035940852,-0.7104456,-1.3545153,0.0071951845,0.5961966,-0.082897894,0.049596034,-0.6164818,0.074937694,0.7674801,1.2579228,-0.0981228,0.068902686,0.111665934,-0.003151925,-0.110731244,0.5715257,0.79910845,-0.036396004,-1.1752772,0.09295789,0.2073948,0.3969057,0.2637886,-0.007828108,-0.02204535,0.25875115,-0.5572318,0.03309367,0.034282856,0.009312563,0.4640365,-0.61990494,0.96008515,0.29211453,-0.68855345,-0.5967574,-0.37750053,0.03398635,-0.47592255,-0.08786591,0.45138195,0.06488987,neutral
0.5826157,0.050602242,0.33047467,0.6794198,0.6916224,1.0356239,0.2767589,-0.13081695,-0.19772914,-0.35457456,0.25484553,0.81409836,-0.3530242,-0.41454026,0.0006768147,0.13697173,0.86220837,0.8192483,1.2191328,3.1549351,-0.31503206,0.88371307,-1.5726699,0.57295555,-0.9750542,-0.0010137446,-0.9874378,0.01768287,-0.42580143,-0.03518511,-0.04070785,-0.5987264,-0.023091188,-0.38949397,-0.38561702,0.30741295,-0.108511776,-0.022236064,-1.4131763,0.37774277,1.2275316,-0.7230581,-2.7384598,0.26076978,-0.8435232,0.772632,1.7398622,0.7079008,-2.0515738,0.44340166,-0.6242815,0.43636918,1.1364838,0.19223127,-0.6300424,0.85948783,-0.58648515,0.34961173,1.3479308,-0.12464423,-1.473023,1.6208959,1.0653831,-0.038419474,0.24533229,0.018880673,0.843912,-0.34834155,-1.2676376,0.06273686,-0.6173243,-0.03287534,-0.7651747,0.11415105,-0.8648572,0.02688623,1.302303,-1.226761,1.307945,0.83059967,-0.7141333,-0.8422132,-0.88347566,0.20719633,-0.8062229,1.0244291,0.79320586,-0.4576565,negative
0.045512233,-0.040811274,-0.2193776,0.25860777,0.10143538,0.84612685,-0.51850563,-0.6267748,-0.3174275,-0.35966477,1.807151,-1.2662802,1.2902163,1.8983651,0.88595533,0.43682328,0.5547632,-1.4500276,1.1289859,-0.07131799,0.6908592,-1.5081497,0.0017812303,-0.039658383,0.13525186,0.027527783,1.6209959,0.00041194167,-0.5112575,-0.030096333,-0.9014894,-1.3915077,-0.6864711,-0.39360464,0.2806437,-0.113325454,1.1494427,-0.025437733,-0.32699516,-0.26052454,-0.9124161,1.0659797,0.72374165,2.2247593,1.6754675,-1.4403262,-0.7762614,-0.82196486,-0.6650301,0.6072835,1.8767734,-1.5501139,-1.0222842,-1.0316905,0.038201187,-0.6802466,1.9606594,-1.7477347,0.1902079,-0.017947359,-0.609283,0.9145219,0.16307603,0.015572166,0.92633885,-0.022715315,-0.5114666,0.32625347,-0.69179744,0.00039415082,0.32954746,0.054685988,1.5139247,-0.013887909,0.060824487,0.017308388,0.15466982,-0.20591445,-0.23248816,-0.34417012,0.5954848,1.6466719,1.1738839,-0.11650734,0.4145924,-1.597761,-1.7388397,0.39511123,neutral
0.7845865,-0.4705608,0.73807204,0.83971757,0.7316209,0.08858939,-0.45256767,-0.37499255,0.2643244,0.12552074,-0.59563977,0.35452303,-0.757587,-0.36634713,0.034443077,0.32874984,0.2670906,-0.1945812,-0.022315249,0.034873404,-0.387649,0.4560449,-0.7347622,0.061708968,-0.40499255,0.05678238,-0.8437354,0.0114420615,-0.41700214,-0.031724613,-0.53643507,-0.42935994,0.86608386,0.9812837,0.6443785,-0.15356688,1.7152892,-0.026432432,0.21882643,-0.2694283,0.075518765,-0.2789811,1.2544807,-0.69278294,-0.90538657,0.9146113,-0.10740361,-0.68461645,0.9531925,-0.4764418,-0.61963385,0.6175357,-0.074512064,0.66380864,-0.443699,-0.95146126,-0.6212721,0.6094092,0.012718606,-0.008809953,-0.08753314,0.35278073,1.1017883,-0.047258366,-0.84474194,0.07690121,0.4400418,-1.2437915,-0.16140942,0.014751887,-0.053314175,0.32738382,-0.8327197,0.7590345,-0.48462492,0.024402501,0.94364583,-0.93430936,1.5646214,1.4847941,-0.40440547,-0.09964059,-0.36178535,-0.2925566,-0.09037444,0.98072606,0.8248049,0.12647945,negative
